Subject,Subject_Age,ParticipantDyad,TrialName,Subject_Sex,Population,Actual_Total_Trial_Number,Avatar_Sex,Fam_ID,Unfam_ID,MediaName,IngroupSum,OutgroupSum,Years_Apart,Years_Together,Trial.Sum,Raw_Differences,DLS,Species,DummyPop,Avatar_Age,AvatarDyad,Rel_Dom_Mean,Positive_Ints_Mean,Negative_Ints_Mean,Z_Transformed_TrialNum
Lolita,29.82340862,Lolita_Erin,Lolita_Kire_Erin,F,Kumamoto Bonobos,21,M,Erin,Kirembo,Kire_Erin,0.584,1.348,5.48,2.72,1.932,-0.764,-0.395445135,Bonobo,1,YoungAdult,Erin_Kirembo,3,3,5,0.424385572
Lolita,29.82340862,Lolita_Erin,Lolita_Kido_Erin,F,Kumamoto Bonobos,28,M,Erin,Kidogo,Kido_Erin,0.834,0.798,5.48,2.72,1.632,0.036,0.022058824,Bonobo,1,YoungAdult,Erin_Kidogo,3,3,5,1.113135517
Lolita,29.82340862,Lolita_Kalli,Lolita_Kalli_Ling,F,Kumamoto Bonobos,25,F,Kalli,Lingoye,Kalli_Ling,0.437,0.128,5.48,1.49,0.565,0.309,0.546902655,Bonobo,1,Adolescent,Kalli_Lingoye,2,2,5,0.817956969
Lolita,29.82340862,Lolita_Kalli,Lolita_Jas_Kalli,F,Kumamoto Bonobos,2,F,Kalli,Jasiri,Jas_Kalli,1.236,0.371,5.48,1.49,1.607,0.865,0.538270068,Bonobo,1,Adolescent,Kalli_Jasiri,2,2,5,-1.445078563
Lolita,29.82340862,Lolita_Kalli,Lolita_Kalli_Jas,F,Kumamoto Bonobos,18,F,Kalli,Jasiri,Kalli_Jas,0.561,0.234,5.48,1.49,0.795,0.327,0.411320755,Bonobo,1,Adolescent,Kalli_Jasiri,2,2,5,0.129207024
Lolita,29.82340862,Lolita_Kalli,Lolita_Ling_Kalli,F,Kumamoto Bonobos,10,F,Kalli,Lingoye,Ling_Kalli,0.968,0.178,5.48,1.49,1.146,0.79,0.689354276,Bonobo,1,Adolescent,Kalli_Lingoye,2,2,5,-0.657935769
Lolita,29.82340862,Lolita_Makasi,Lolita_Maka_Kaso,F,Kumamoto Bonobos,29,M,Makasi,Kasongo,Maka_Kaso,0.502,0.428,5.48,9.61,0.93,0.074,0.079569892,Bonobo,1,Adolescent,Makasi_Kasongo,1,2,2,1.211528366
Lolita,29.82340862,Lolita_Makasi,Lolita_Kaso_Maka,F,Kumamoto Bonobos,14,M,Makasi,Kasongo,Kaso_Maka,0.617,0.505,5.48,9.61,1.122,0.112,0.099821747,Bonobo,1,Adolescent,Makasi_Kasongo,1,2,2,-0.264364372
Lolita,29.82340862,Lolita_Makasi,Lolita_Api_Maka,F,Kumamoto Bonobos,6,M,Makasi,Api,Api_Maka,0.504,0.374,5.48,9.61,0.878,0.13,0.148063781,Bonobo,1,Adolescent,Makasi_Api,1,2,2,-1.051507166
Lolita,29.82340862,Lolita_Makasi,Lolita_Maka_Api,F,Kumamoto Bonobos,22,M,Makasi,Api,Maka_Api,0.78,0.334,5.48,9.61,1.114,0.446,0.400359066,Bonobo,1,Adolescent,Makasi_Api,1,2,2,0.522778421
