Subject,Subject_Age,TrialName,Subject_Sex,Population,Actual_Total_Trial_Number,Avatar_Sex,Fam_ID,Unfam_ID,MediaName,IngroupSum,OutgroupSum,Years_Apart,Years_Together,Kin_Nonkin,Raw_Differences,DLS,Species,DummyPop,Avatar_Age,AvatarDyad,ParticipantDyad,Z_Transformed_TrialNum
Qafzeh,26.28884326,Qafzeh_Bram_Kofi,M,Edinburgh,5,M,Bram,Kofi,Bram_Kofi,0.585,0,8.15,0.41,Nonkin,0.585,1,Chimpanzee,0,YoungAdult,Bram_Kofi,Qafzeh_Bram,-1.149768505
Qafzeh,26.28884326,Qafzeh_Emma_Fred,M,Edinburgh,10,F,Emma,Frederike,Emma_Fred,0,0.226,3.15,23.68,Kin,-0.226,-1,Chimpanzee,0,OldAdult,Emma_Frederike,Qafzeh_Emma,-0.657386439
Qafzeh,26.28884326,Qafzeh_Emma_Bam,M,Edinburgh,27,F,Emma,Bambari,Emma_Bam,1.058,0,3.15,23.68,Kin,1.058,1,Chimpanzee,0,OldAdult,Emma_Bambari,Qafzeh_Emma,1.016712588
Qafzeh,26.28884326,Qafzeh_Fred_Emma,M,Edinburgh,33,F,Emma,Frederike,Fred_Emma,0,0.426,3.15,23.68,Kin,-0.426,-1,Chimpanzee,0,OldAdult,Emma_Frederike,Qafzeh_Emma,1.607571068
Rene,25.39356605,Rene_Lin_Mis,M,Edinburgh,9,F,Lyndsey,Misaki,Lin_Mis,0.068,0,5.91,2.65,Nonkin,0.068,1,Chimpanzee,0,OldAdult,Lyndsey_Misaki,Rene_Lyndsey,-0.755862852
Rene,25.39356605,Rene_Mis_Pearl,M,Edinburgh,24,F,Pearl,Misaki,Mis_Pearl,0,0.218,2.32,9.54,Nonkin,-0.218,-1,Chimpanzee,0,OldAdult,Pearl_Misaki,Rene_Pearl,0.721283348
Rene,25.39356605,Rene_Lin_Bam,M,Edinburgh,30,F,Lyndsey,Bambari,Lin_Bam,0.201,0,5.91,2.65,Nonkin,0.201,1,Chimpanzee,0,OldAdult,Lyndsey_Bambari,Rene_Lyndsey,1.312141828
Rene,25.39356605,Rene_Emma_Bam,M,Edinburgh,23,F,Emma,Bambari,Emma_Bam,0.209,0,3.15,5.4,Nonkin,0.209,1,Chimpanzee,0,OldAdult,Emma_Bambari,Rene_Emma,0.622806935
Rene,25.39356605,Rene_Pearl_Mis,M,Edinburgh,29,F,Pearl,Misaki,Pearl_Mis,0,0.184,2.32,9.54,Nonkin,-0.184,-1,Chimpanzee,0,OldAdult,Pearl_Misaki,Rene_Pearl,1.213665415
Rene,25.39356605,Rene_Fred_Emma,M,Edinburgh,18,F,Emma,Frederike,Fred_Emma,0.118,0.134,3.15,5.4,Nonkin,-0.016,-0.063492063,Chimpanzee,0,OldAdult,Emma_Frederike,Rene_Emma,0.130424868
Rene,25.39356605,Rene_Fred_Pearl,M,Edinburgh,34,F,Pearl,Frederike,Fred_Pearl,0,0.143,2.32,9.54,Nonkin,-0.143,-1,Chimpanzee,0,OldAdult,Pearl_Frederike,Rene_Pearl,1.706047482
Rene,25.39356605,Rene_Kofi_Bram,M,Edinburgh,15,M,Bram,Kofi,Kofi_Bram,0.068,0,8.15,3.71,Nonkin,0.068,1,Chimpanzee,0,YoungAdult,Bram_Kofi,Rene_Bram,-0.165004372
Rene,25.39356605,Rene_Unyo_Bram,M,Edinburgh,31,M,Bram,Unyoro,Unyo_Bram,0,0.068,8.15,3.71,Nonkin,-0.068,-1,Chimpanzee,0,YoungAdult,Bram_Unyoro,Rene_Bram,1.410618242
Rene,25.39356605,Rene_Rick_Kofi,M,Edinburgh,19,M,Ricky,Kofi,Rick_Kofi,0.376,0.118,6.99,1.57,Nonkin,0.258,0.522267206,Chimpanzee,0,OldAdult,Ricky_Kofi,Rene_Ricky,0.228901281
Rene,25.39356605,Rene_Kin_Unyo,M,Edinburgh,5,M,Kindia,Unyoro,Kin_Unyo,0.101,0,0.73,7.83,Nonkin,0.101,1,Chimpanzee,0,YoungAdult,Kindia_Unyoro,Rene_Kindia,-1.149768505
Rene,25.39356605,Rene_Kin_Loi,M,Edinburgh,1,M,Kindia,Loi,Kin_Loi,0.184,0,0.73,7.83,Nonkin,0.184,1,Chimpanzee,0,YoungAdult,Kindia_Loi,Rene_Kindia,-1.543674159
Rene,25.39356605,Rene_Pearl_Bam,M,Edinburgh,12,F,Pearl,Bambari,Pearl_Bam,0.309,0,2.32,9.54,Nonkin,0.309,1,Chimpanzee,0,OldAdult,Pearl_Bambari,Rene_Pearl,-0.460433612
Rene,25.39356605,Rene_Emma_Fred,M,Edinburgh,25,F,Emma,Frederike,Emma_Fred,0.451,0.109,3.15,5.4,Nonkin,0.342,0.610714286,Chimpanzee,0,OldAdult,Emma_Frederike,Rene_Emma,0.819759761
Rene,25.39356605,Rene_Bam_Lin,M,Edinburgh,26,F,Lyndsey,Bambari,Bam_Lin,0,0.259,5.91,2.65,Nonkin,-0.259,-1,Chimpanzee,0,OldAdult,Lyndsey_Bambari,Rene_Lyndsey,0.918236175
Rene,25.39356605,Rene_Bam_Emma,M,Edinburgh,13,F,Emma,Bambari,Bam_Emma,0,0.068,3.15,5.4,Nonkin,-0.068,-1,Chimpanzee,0,OldAdult,Emma_Bambari,Rene_Emma,-0.361957199
Rene,25.39356605,Rene_Mis_Lin,M,Edinburgh,14,F,Lyndsey,Misaki,Mis_Lin,0.158,0,5.91,2.65,Nonkin,0.158,1,Chimpanzee,0,OldAdult,Lyndsey_Misaki,Rene_Lyndsey,-0.263480785
Rene,25.39356605,Rene_Unyo_Rick,M,Edinburgh,20,M,Ricky,Unyoro,Unyo_Rick,0,0.793,6.99,1.57,Nonkin,-0.793,-1,Chimpanzee,0,OldAdult,Ricky_Unyoro,Rene_Ricky,0.327377695
Rene,25.39356605,Rene_Unyo_Kin,M,Edinburgh,22,M,Kindia,Unyoro,Unyo_Kin,0,0.151,0.73,7.83,Nonkin,-0.151,-1,Chimpanzee,0,YoungAdult,Kindia_Unyoro,Rene_Kindia,0.524330521
Rene,25.39356605,Rene_Bram_Kofi,M,Edinburgh,32,M,Bram,Kofi,Bram_Kofi,0.134,0,8.15,3.71,Nonkin,0.134,1,Chimpanzee,0,YoungAdult,Bram_Kofi,Rene_Bram,1.509094655
Rene,25.39356605,Rene_Rick_Loi,M,Edinburgh,36,M,Ricky,Loi,Rick_Loi,0.234,0,6.99,1.57,Nonkin,0.234,1,Chimpanzee,0,OldAdult,Ricky_Loi,Rene_Ricky,1.903000308
Rene,25.39356605,Rene_Loi_Rick,M,Edinburgh,6,M,Ricky,Loi,Loi_Rick,0,0.958,6.99,1.57,Nonkin,-0.958,-1,Chimpanzee,0,OldAdult,Ricky_Loi,Rene_Ricky,-1.051292092
Rene,25.39356605,Rene_Loi_Bram,M,Edinburgh,17,M,Bram,Loi,Loi_Bram,0.068,0,8.15,3.71,Nonkin,0.068,1,Chimpanzee,0,YoungAdult,Bram_Loi,Rene_Bram,0.031948455
Rene,25.39356605,Rene_Bram_Unyo,M,Edinburgh,2,M,Bram,Unyoro,Bram_Unyo,0.176,0,8.15,3.71,Nonkin,0.176,1,Chimpanzee,0,YoungAdult,Bram_Unyoro,Rene_Bram,-1.445197745
Rene,25.39356605,Rene_Kofi_Rick,M,Edinburgh,3,M,Ricky,Kofi,Kofi_Rick,0,0.292,6.99,1.57,Nonkin,-0.292,-1,Chimpanzee,0,OldAdult,Ricky_Kofi,Rene_Ricky,-1.346721332
Rene,25.39356605,Rene_Kin_Kofi,M,Edinburgh,7,M,Kindia,Kofi,Kin_Kofi,0,0.084,0.73,7.83,Nonkin,-0.084,-1,Chimpanzee,0,YoungAdult,Kindia_Kofi,Rene_Kindia,-0.952815679
Rene,25.39356605,Rene_Fred_Lin,M,Edinburgh,28,F,Lyndsey,Frederike,Fred_Lin,0,0.109,5.91,2.65,Nonkin,-0.109,-1,Chimpanzee,0,OldAdult,Lyndsey_Frederike,Rene_Lyndsey,1.115189002
Rene,25.39356605,Rene_Bam_Pearl,M,Edinburgh,35,F,Pearl,Bambari,Bam_Pearl,0,0.101,2.32,9.54,Nonkin,-0.101,-1,Chimpanzee,0,OldAdult,Pearl_Bambari,Rene_Pearl,1.804523895
Rene,25.39356605,Rene_Rick_Unyo,M,Edinburgh,16,M,Ricky,Unyoro,Rick_Unyo,0,0.093,6.99,1.57,Nonkin,-0.093,-1,Chimpanzee,0,OldAdult,Ricky_Unyoro,Rene_Ricky,-0.066527959
Rene,25.39356605,Rene_Loi_Kin,M,Edinburgh,8,M,Kindia,Loi,Loi_Kin,0,0.309,0.73,7.83,Nonkin,-0.309,-1,Chimpanzee,0,YoungAdult,Kindia_Loi,Rene_Kindia,-0.854339265
Rene,25.39356605,Rene_Bram_Loi,M,Edinburgh,11,M,Bram,Loi,Bram_Loi,0.318,0,8.15,3.71,Nonkin,0.318,1,Chimpanzee,0,YoungAdult,Bram_Loi,Rene_Bram,-0.558910025
Rene,25.39356605,Rene_Pearl_Fred,M,Edinburgh,4,F,Pearl,Frederike,Pearl_Fred,0.326,0,2.32,9.54,Nonkin,0.326,1,Chimpanzee,0,OldAdult,Pearl_Frederike,Rene_Pearl,-1.248244919
Rene,25.39356605,Rene_Emma_Mis,M,Edinburgh,27,F,Emma,Misaki,Emma_Mis,0.384,0,3.15,5.4,Nonkin,0.384,1,Chimpanzee,0,OldAdult,Emma_Misaki,Rene_Emma,1.016712588
Rene,25.39356605,Rene_Lin_Fred,M,Edinburgh,33,F,Lyndsey,Frederike,Lin_Fred,0.325,0,5.91,2.65,Nonkin,0.325,1,Chimpanzee,0,OldAdult,Lyndsey_Frederike,Rene_Lyndsey,1.607571068
Rene,25.39356605,Rene_Kofi_Kin,M,Edinburgh,10,M,Kindia,Kofi,Kofi_Kin,0,0.401,0.73,7.83,Nonkin,-0.401,-1,Chimpanzee,0,YoungAdult,Kindia_Kofi,Rene_Kindia,-0.657386439
Rene,25.39356605,Rene_Mis_Emma,M,Edinburgh,21,F,Emma,Misaki,Mis_Emma,0.068,0,3.15,5.4,Nonkin,0.068,1,Chimpanzee,0,OldAdult,Emma_Misaki,Rene_Emma,0.425854108
Velu,4.057494867,Velu_Mis_Emma,M,Edinburgh,20,F,Emma,Misaki,Mis_Emma,0.876,0.401,3.15,1.44,Nonkin,0.475,0.371965544,Chimpanzee,0,OldAdult,Emma_Misaki,Velu_Emma,0.327377695
Velu,4.057494867,Velu_Bam_Pearl,M,Edinburgh,19,F,Pearl,Bambari,Bam_Pearl,0.268,1.108,2.32,2.27,Nonkin,-0.84,-0.610465116,Chimpanzee,0,OldAdult,Pearl_Bambari,Velu_Pearl,0.228901281
Velu,4.057494867,Velu_Unyo_Kin,M,Edinburgh,22,M,Kindia,Unyoro,Unyo_Kin,0.368,0.284,0.73,3.86,Nonkin,0.084,0.128834356,Chimpanzee,0,YoungAdult,Kindia_Unyoro,Velu_Kindia,0.524330521
Velu,4.057494867,Velu_Emma_Mis,M,Edinburgh,5,F,Emma,Misaki,Emma_Mis,0.409,0.118,3.15,1.44,Nonkin,0.291,0.552182163,Chimpanzee,0,OldAdult,Emma_Misaki,Velu_Emma,-1.149768505
Velu,4.057494867,Velu_Kin_Unyo,M,Edinburgh,7,M,Kindia,Unyoro,Kin_Unyo,0,0.334,0.73,3.86,Nonkin,-0.334,-1,Chimpanzee,0,YoungAdult,Kindia_Unyoro,Velu_Kindia,-0.952815679
Velu,4.057494867,Velu_Bam_Emma,M,Edinburgh,10,F,Emma,Bambari,Bam_Emma,0.834,0.967,3.15,1.44,Nonkin,-0.133,-0.073847862,Chimpanzee,0,OldAdult,Emma_Bambari,Velu_Emma,-0.657386439
Velu,4.057494867,Velu_Pearl_Bam,M,Edinburgh,4,F,Pearl,Bambari,Pearl_Bam,0.593,0.618,2.32,2.27,Nonkin,-0.025,-0.020644096,Chimpanzee,0,OldAdult,Pearl_Bambari,Velu_Pearl,-1.248244919
Velu,4.057494867,Velu_Pearl_Fred,M,Edinburgh,9,F,Pearl,Frederike,Pearl_Fred,0.743,0.343,2.32,2.27,Nonkin,0.4,0.368324125,Chimpanzee,0,OldAdult,Pearl_Frederike,Velu_Pearl,-0.755862852
Velu,4.057494867,Velu_Emma_Bam,M,Edinburgh,25,F,Emma,Bambari,Emma_Bam,0.234,1.442,3.15,1.44,Nonkin,-1.208,-0.720763723,Chimpanzee,0,OldAdult,Emma_Bambari,Velu_Emma,0.819759761
Velu,4.057494867,Velu_Kin_Kofi,M,Edinburgh,12,M,Kindia,Kofi,Kin_Kofi,0.192,0.534,0.73,3.86,Nonkin,-0.342,-0.47107438,Chimpanzee,0,YoungAdult,Kindia_Kofi,Velu_Kindia,-0.460433612
Velu,4.057494867,Velu_Kofi_Kin,M,Edinburgh,27,M,Kindia,Kofi,Kofi_Kin,0.368,0.401,0.73,3.86,Nonkin,-0.033,-0.042912874,Chimpanzee,0,YoungAdult,Kindia_Kofi,Velu_Kindia,1.016712588
Velu,4.057494867,Velu_Loi_Kin,M,Edinburgh,17,M,Kindia,Loi,Loi_Kin,0,0.801,0.73,3.86,Nonkin,-0.801,-1,Chimpanzee,0,YoungAdult,Kindia_Loi,Velu_Kindia,0.031948455
Velu,4.057494867,Velu_Kin_Loi,M,Edinburgh,1,M,Kindia,Loi,Kin_Loi,0.285,0.068,0.73,3.86,Nonkin,0.217,0.614730878,Chimpanzee,0,YoungAdult,Kindia_Loi,Velu_Kindia,-1.543674159
Velu,4.057494867,Velu_Emma_Fred,M,Edinburgh,31,F,Emma,Frederike,Emma_Fred,0.134,0.093,3.15,1.44,Nonkin,0.041,0.18061674,Chimpanzee,0,OldAdult,Emma_Frederike,Velu_Emma,1.410618242
Velu,4.057494867,Velu_Pearl_Mis,M,Edinburgh,15,F,Pearl,Misaki,Pearl_Mis,1.758,0.251,2.32,2.27,Nonkin,1.507,0.75012444,Chimpanzee,0,OldAdult,Pearl_Misaki,Velu_Pearl,-0.165004372
Velu,4.057494867,Velu_Fred_Pearl,M,Edinburgh,24,F,Pearl,Frederike,Fred_Pearl,0.743,0.459,2.32,2.27,Nonkin,0.284,0.236272879,Chimpanzee,0,OldAdult,Pearl_Frederike,Velu_Pearl,0.721283348
Velu,4.057494867,Velu_Mis_Pearl,M,Edinburgh,30,F,Pearl,Misaki,Mis_Pearl,0.16,0.392,2.32,2.27,Nonkin,-0.232,-0.420289855,Chimpanzee,0,OldAdult,Pearl_Misaki,Velu_Pearl,1.312141828
Velu,4.057494867,Velu_Fred_Emma,M,Edinburgh,16,F,Emma,Frederike,Fred_Emma,0.718,0.276,3.15,1.44,Nonkin,0.442,0.444668008,Chimpanzee,0,OldAdult,Emma_Frederike,Velu_Emma,-0.066527959
Zamba,46.21492129,Zamba_Loi_Clau,M,Kumamoto Chimpanzees,1,M,Loi,Claus,Loi_Clau,2.39,0.18,4.49,1.69,Nonkin,2.21,0.859922179,Chimpanzee,1,YoungAdult,Claus_Loi,Zamba_Loi,-1.543674159
Zamba,46.21492129,Zamba_Rick_Loi,M,Kumamoto Chimpanzees,9,M,Loi,Ricky,Rick_Loi,0,1.041,4.49,1.69,Nonkin,-1.041,-1,Chimpanzee,1,YoungAdult,Ricky_Loi,Zamba_Loi,-0.755862852
Zamba,46.21492129,Zamba_Loi_Bram,M,Kumamoto Chimpanzees,31,M,Loi,Bram,Loi_Bram,2.997,0,4.49,1.69,Nonkin,2.997,1,Chimpanzee,1,YoungAdult,Bram_Loi,Zamba_Loi,1.410618242
Zamba,46.21492129,Zamba_Clau_Loi,M,Kumamoto Chimpanzees,19,M,Loi,Claus,Clau_Loi,1.811,0.131,4.49,1.69,Nonkin,1.68,0.865087539,Chimpanzee,1,YoungAdult,Claus_Loi,Zamba_Loi,0.228901281
Zamba,46.21492129,Zamba_Loi_Rick,M,Kumamoto Chimpanzees,36,M,Loi,Ricky,Loi_Rick,2.248,0.198,4.49,1.69,Nonkin,2.05,0.838103025,Chimpanzee,1,YoungAdult,Ricky_Loi,Zamba_Loi,1.903000308
Zamba,46.21492129,Zamba_Pearl_Tsu,M,Kumamoto Chimpanzees,33,F,Tsubaki,Pearl,Pearl_Tsu,1.03,0.951,4.49,1.69,Nonkin,0.079,0.039878849,Chimpanzee,1,YoungAdult,Tsubaki_Pearl,Zamba_Tsubaki,1.607571068
Zamba,46.21492129,Zamba_Tsu_Pearl,M,Kumamoto Chimpanzees,16,F,Tsubaki,Pearl,Tsu_Pearl,2.477,0.253,4.49,1.69,Nonkin,2.224,0.814652015,Chimpanzee,1,YoungAdult,Tsubaki_Pearl,Zamba_Tsubaki,-0.066527959
Zamba,46.21492129,Zamba_Emma_Tsu,M,Kumamoto Chimpanzees,23,F,Tsubaki,Emma,Emma_Tsu,0,2.857,4.49,1.69,Nonkin,-2.857,-1,Chimpanzee,1,YoungAdult,Tsubaki_Emma,Zamba_Tsubaki,0.622806935
Zamba,46.21492129,Zamba_Tsu_Emma,M,Kumamoto Chimpanzees,5,F,Tsubaki,Emma,Tsu_Emma,2.443,0.197,4.49,1.69,Nonkin,2.246,0.850757576,Chimpanzee,1,YoungAdult,Tsubaki_Emma,Zamba_Tsubaki,-1.149768505
Zamba,46.21492129,Zamba_Bram_Loi,M,Kumamoto Chimpanzees,14,M,Loi,Bram,Bram_Loi,0.3,2.203,4.49,1.69,Nonkin,-1.903,-0.760287655,Chimpanzee,1,YoungAdult,Bram_Loi,Zamba_Loi,-0.263480785
Zamba,46.21492129,Zamba_Lyn_Tsu,M,Kumamoto Chimpanzees,12,F,Tsubaki,Lyndsey,Lyn_Tsu,2.98,0,4.49,1.69,Nonkin,2.98,1,Chimpanzee,1,YoungAdult,Tsubaki_Lyndsey,Zamba_Tsubaki,-0.460433612
Zamba,46.21492129,Zamba_Tsu_Lyn,M,Kumamoto Chimpanzees,29,F,Tsubaki,Lyndsey,Tsu_Lyn,2.985,0,4.49,1.69,Nonkin,2.985,1,Chimpanzee,1,YoungAdult,Tsubaki_Lyndsey,Zamba_Tsubaki,1.213665415
Ikela,27.21971253,Ikela_Kido_Erin,F,Kumamoto Bonobos,9,M,Erin,Kidogo,Kido_Erin,1.926,0.413,5.48,4.05,Nonkin,1.513,0.646857631,Bonobo,1,YoungAdult,Erin_Kidogo,Ikela_Erin,-0.755862852
Ikela,27.21971253,Ikela_Erin_Kire,F,Kumamoto Bonobos,17,M,Erin,Kirembo,Erin_Kire,2.304,0.418,5.48,4.05,Nonkin,1.886,0.692872888,Bonobo,1,YoungAdult,Erin_Kirembo,Ikela_Erin,0.031948455
Ikela,27.21971253,Ikela_Kire_Erin,F,Kumamoto Bonobos,25,M,Erin,Kirembo,Kire_Erin,2.042,0.424,5.48,4.05,Nonkin,1.618,0.656123277,Bonobo,1,YoungAdult,Erin_Kirembo,Ikela_Erin,0.819759761
Ikela,27.21971253,Ikela_Erin_Kido,F,Kumamoto Bonobos,1,M,Erin,Kidogo,Erin_Kido,2.159,0.341,5.48,4.05,Nonkin,1.818,0.7272,Bonobo,1,YoungAdult,Erin_Kidogo,Ikela_Erin,-1.543674159
Ikela,27.21971253,Ikela_Kalli_Ling,F,Kumamoto Bonobos,14,F,Kalli,Lingoye,Kalli_Ling,1.848,0.675,5.48,2.67,Nonkin,1.173,0.464922711,Bonobo,1,Adolescent,Kalli_Lingoye,Ikela_Kalli,-0.263480785
Ikela,27.21971253,Ikela_Jas_Kalli,F,Kumamoto Bonobos,22,F,Kalli,Jasiri,Jas_Kalli,1.934,0.634,5.48,2.67,Nonkin,1.3,0.50623053,Bonobo,1,Adolescent,Kalli_Jasiri,Ikela_Kalli,0.524330521
Ikela,27.21971253,Ikela_Kalli_Jas,F,Kumamoto Bonobos,30,F,Kalli,Jasiri,Kalli_Jas,2.51,0.261,5.48,2.67,Nonkin,2.249,0.811620354,Bonobo,1,Adolescent,Kalli_Jasiri,Ikela_Kalli,1.312141828
Ikela,27.21971253,Ikela_Ling_Kalli,F,Kumamoto Bonobos,6,F,Kalli,Lingoye,Ling_Kalli,0.938,1.462,5.48,2.67,Nonkin,-0.524,-0.218333333,Bonobo,1,Adolescent,Kalli_Lingoye,Ikela_Kalli,-1.051292092
Ikela,27.21971253,Ikela_Loretta_Herm,F,Kumamoto Bonobos,5,F,Loretta,Hermien,Loretta_Herm,2.107,0.371,NA,NA,Kin,1.736,0.700564972,Bonobo,1,YoungAdult,Loretta_Hermien,Ikela_Loretta,-1.149768505
Ikela,27.21971253,Ikela_Loretta_Lome,F,Kumamoto Bonobos,21,F,Loretta,Lomela,Loretta_Lome,2.33,0.128,NA,NA,Kin,2.202,0.895850285,Bonobo,1,YoungAdult,Loretta_Lomela,Ikela_Loretta,0.425854108
Ikela,27.21971253,Ikela_Herm_Loretta,F,Kumamoto Bonobos,13,F,Loretta,Hermien,Herm_Loretta,1.566,0.848,NA,NA,Kin,0.718,0.297431649,Bonobo,1,YoungAdult,Loretta_Hermien,Ikela_Loretta,-0.361957199
Ikela,27.21971253,Ikela_Lome_Loretta,F,Kumamoto Bonobos,29,F,Loretta,Lomela,Lome_Loretta,2.077,0.385,NA,NA,Kin,1.692,0.687246141,Bonobo,1,YoungAdult,Loretta_Lomela,Ikela_Loretta,1.213665415
Ikela,27.21971253,Ikela_Maka_Kaso,F,Kumamoto Bonobos,10,M,Makasi,Kasongo,Maka_Kaso,1.6,0.869,5.48,8.43,Nonkin,0.731,0.296071284,Bonobo,1,Adolescent,Makasi_Kasongo,Ikela_Makasi,-0.657386439
Ikela,27.21971253,Ikela_Api_Maka,F,Kumamoto Bonobos,18,M,Makasi,Api,Api_Maka,0.515,1.979,5.48,8.43,Nonkin,-1.464,-0.587008821,Bonobo,1,Adolescent,Makasi_Api,Ikela_Makasi,0.130424868
Ikela,27.21971253,Ikela_Kaso_Maka,F,Kumamoto Bonobos,2,M,Makasi,Kasongo,Kaso_Maka,2.317,0.274,5.48,8.43,Nonkin,2.043,0.788498649,Bonobo,1,Adolescent,Makasi_Kasongo,Ikela_Makasi,-1.445197745
Ikela,27.21971253,Ikela_Maka_Api,F,Kumamoto Bonobos,26,M,Makasi,Api,Maka_Api,1.76,0.334,5.48,8.43,Nonkin,1.426,0.680993314,Bonobo,1,Adolescent,Makasi_Api,Ikela_Makasi,0.918236175
Junior,24.08761123,Junior_Kire_Erin,M,Kumamoto Bonobos,17,M,Erin,Kirembo,Kire_Erin,0.241,1.201,5.48,1.49,Nonkin,-0.96,-0.665742025,Bonobo,1,YoungAdult,Erin_Kirembo,Junior_Erin,0.031948455
Junior,24.08761123,Junior_Kido_Erin,M,Kumamoto Bonobos,25,M,Erin,Kidogo,Kido_Erin,0.248,0.188,5.48,1.49,Nonkin,0.06,0.137614679,Bonobo,1,YoungAdult,Erin_Kidogo,Junior_Erin,0.819759761
Junior,24.08761123,Junior_Erin_Kire,M,Kumamoto Bonobos,1,M,Erin,Kirembo,Erin_Kire,1.705,0.544,5.48,1.49,Nonkin,1.161,0.516229435,Bonobo,1,YoungAdult,Erin_Kirembo,Junior_Erin,-1.543674159
Junior,24.08761123,Junior_Erin_Kido,M,Kumamoto Bonobos,9,M,Erin,Kidogo,Erin_Kido,1.325,0.511,5.48,1.49,Nonkin,0.814,0.44335512,Bonobo,1,YoungAdult,Erin_Kidogo,Junior_Erin,-0.755862852
Junior,24.08761123,Junior_Jas_Kalli,M,Kumamoto Bonobos,6,F,Kalli,Jasiri,Jas_Kalli,0.421,0.208,5.48,1.49,Nonkin,0.213,0.33863275,Bonobo,1,Adolescent,Kalli_Jasiri,Junior_Kalli,-1.051292092
Junior,24.08761123,Junior_Ling_Kalli,M,Kumamoto Bonobos,14,F,Kalli,Lingoye,Ling_Kalli,0.668,1.297,5.48,1.49,Nonkin,-0.629,-0.320101781,Bonobo,1,Adolescent,Kalli_Lingoye,Junior_Kalli,-0.263480785
Junior,24.08761123,Junior_Kalli_Ling,M,Kumamoto Bonobos,32,F,Kalli,Lingoye,Kalli_Ling,0.94,0.438,5.48,1.49,Nonkin,0.502,0.364296081,Bonobo,1,Adolescent,Kalli_Lingoye,Junior_Kalli,1.509094655
Junior,24.08761123,Junior_Kalli_Jas,M,Kumamoto Bonobos,22,F,Kalli,Jasiri,Kalli_Jas,0.494,0.178,5.48,1.49,Nonkin,0.316,0.470238095,Bonobo,1,Adolescent,Kalli_Jasiri,Junior_Kalli,0.524330521
Junior,24.08761123,Junior_Loretta_Lome,M,Kumamoto Bonobos,5,F,Loretta,Lomela,Loretta_Lome,0.174,0.271,NA,NA,Kin,-0.097,-0.217977528,Bonobo,1,YoungAdult,Loretta_Lomela,Junior_Loretta,-1.149768505
Junior,24.08761123,Junior_Loretta_Herm,M,Kumamoto Bonobos,13,F,Loretta,Hermien,Loretta_Herm,1.09,0.618,NA,NA,Kin,0.472,0.276346604,Bonobo,1,YoungAdult,Loretta_Hermien,Junior_Loretta,-0.361957199
Junior,24.08761123,Junior_Lome_Loretta,M,Kumamoto Bonobos,21,F,Loretta,Lomela,Lome_Loretta,0.274,0.361,NA,NA,Kin,-0.087,-0.137007874,Bonobo,1,YoungAdult,Loretta_Lomela,Junior_Loretta,0.425854108
Junior,24.08761123,Junior_Herm_Loretta,M,Kumamoto Bonobos,29,F,Loretta,Hermien,Herm_Loretta,0.148,0.148,NA,NA,Kin,0,0,Bonobo,1,YoungAdult,Loretta_Hermien,Junior_Loretta,1.213665415
Junior,24.08761123,Junior_Api_Maka,M,Kumamoto Bonobos,2,M,Makasi,Api,Api_Maka,1.444,0.837,5.48,9.61,Nonkin,0.607,0.266111355,Bonobo,1,Adolescent,Makasi_Api,Junior_Makasi,-1.445197745
Junior,24.08761123,Junior_Kaso_Maka,M,Kumamoto Bonobos,10,M,Makasi,Kasongo,Kaso_Maka,1.501,0.238,5.48,9.61,Nonkin,1.263,0.726279471,Bonobo,1,Adolescent,Makasi_Kasongo,Junior_Makasi,-0.657386439
Junior,24.08761123,Junior_Maka_Api,M,Kumamoto Bonobos,18,M,Makasi,Api,Maka_Api,1.997,0.181,5.48,9.61,Nonkin,1.816,0.83379247,Bonobo,1,Adolescent,Makasi_Api,Junior_Makasi,0.130424868
Junior,24.08761123,Junior_Maka_Kaso,M,Kumamoto Bonobos,26,M,Makasi,Kasongo,Maka_Kaso,0.164,0.211,5.48,9.61,Nonkin,-0.047,-0.125333333,Bonobo,1,Adolescent,Makasi_Kasongo,Junior_Makasi,0.918236175
Lenore,37.03216975,Lenore_Kido_Erin,F,Kumamoto Bonobos,17,M,Erin,Kidogo,Kido_Erin,1.387,0.908,5.48,21.36,Nonkin,0.479,0.208714597,Bonobo,1,YoungAdult,Erin_Kidogo,Lenore_Erin,0.031948455
Lenore,37.03216975,Lenore_Kire_Erin,F,Kumamoto Bonobos,1,M,Erin,Kirembo,Kire_Erin,1.379,0.705,5.48,21.36,Nonkin,0.674,0.323416507,Bonobo,1,YoungAdult,Erin_Kirembo,Lenore_Erin,-1.543674159
Lenore,37.03216975,Lenore_Erin_Kire,F,Kumamoto Bonobos,9,M,Erin,Kirembo,Erin_Kire,0.961,0.318,5.48,21.36,Nonkin,0.643,0.502736513,Bonobo,1,YoungAdult,Erin_Kirembo,Lenore_Erin,-0.755862852
Lenore,37.03216975,Lenore_Erin_Kido,F,Kumamoto Bonobos,25,M,Erin,Kidogo,Erin_Kido,1.265,0.255,5.48,21.36,Nonkin,1.01,0.664473684,Bonobo,1,YoungAdult,Erin_Kidogo,Lenore_Erin,0.819759761
Lenore,37.03216975,Lenore_Kalli_Ling,F,Kumamoto Bonobos,22,F,Kalli,Lingoye,Kalli_Ling,1.372,0.72,5.48,8.71,Nonkin,0.652,0.31166348,Bonobo,1,Adolescent,Kalli_Lingoye,Lenore_Kalli,0.524330521
